index,salle,identifiant,type_tresor,type_tresor_brut,type_item,item_brut,id_item,nom_item,montant,max_hits,quantity,x,y,z,exploitable
312,118,276,haricot,0,consommable,0x2014,20,Heart Bean,3,3,0,464,345,0,1
313,119,109,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,164,240,16,1
314,119,110,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,40,160,96,1
315,120,748,bloc ?,1,pieces,0xFFFD,,pieces,100,10,2,640,300,232,1
316,121,111,bloc ?,1,consommable,0x200F,15,Star Candy,1,1,0,396,258,192,1
317,121,112,bloc ?,1,pieces,0xFFFE,,pieces,50,10,1,440,258,192,1
318,122,113,bloc ?,1,pieces,0xFFFE,,pieces,50,10,1,718,200,96,1
319,122,114,bloc ?,1,consommable,0x2001,1,Super Mushroom,2,1,1,172,194,64,1
320,122,234,haricot,0,consommable,0x2015,21,Special Bean,0,0,0,512,185,32,1
321,122,235,haricot,0,consommable,0x2014,20,Heart Bean,1,1,0,576,113,32,1
322,122,236,haricot,0,consommable,0x2014,20,Heart Bean,2,2,0,584,265,32,1
323,122,237,haricot,0,consommable,0x2015,21,Special Bean,3,3,0,736,177,32,1
324,123,115,bloc ?,1,consommable,0x200C,12,Supersyrup Jar,1,1,0,480,176,128,1
325,123,116,bloc ?,1,consommable,0x200C,12,Supersyrup Jar,1,1,0,320,176,128,1
326,123,117,bloc ?,1,pieces,0xFFFD,,pieces,100,10,2,48,224,128,1
327,123,118,bloc ?,1,equipement,0x4017,23,Coin Socks,1,1,0,48,320,128,1
328,123,119,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,718,212,128,1
329,123,120,bloc ?,1,pieces,0xFFFE,,pieces,50,10,1,562,332,96,1
330,124,121,bloc ?,1,pieces,0xFFFD,,pieces,10,1,2,432,288,96,1
331,124,122,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,468,330,96,1
332,125,238,haricot,0,consommable,0x2014,20,Heart Bean,0,0,0,88,145,32,1
333,125,239,haricot,0,consommable,0x2016,22,Power Bean,1,1,0,40,424,16,1
334,126,749,bloc ?,1,consommable,0x200F,15,Star Candy,1,1,0,192,208,128,1
335,127,196,haricot,0,consommable,0x2015,21,Special Bean,0,0,0,424,168,0,1
336,128,240,haricot,0,consommable,0x2014,20,Heart Bean,0,0,0,72,209,64,1
337,128,241,haricot,0,consommable,0x2014,20,Heart Bean,1,1,0,352,504,0,1
338,128,750,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,128,272,128,1
339,128,751,bloc ?,1,consommable,0x2009,9,Ultra Nut,1,1,0,128,384,128,1
340,129,242,haricot,0,consommable,0x2015,21,Special Bean,0,0,0,384,224,16,1
341,129,243,haricot,0,consommable,0x2014,20,Heart Bean,1,1,0,304,344,16,1
342,129,734,bloc ?,1,equipement,0x403E,62,Thrift Charm,1,1,0,36,366,64,1
343,130,123,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,358,236,48,1
344,130,124,bloc ?,1,equipement,0x404B,75,Mushroom Stone,1,1,0,408,236,48,1
345,130,244,haricot,0,consommable,0x2016,22,Power Bean,0,0,0,48,472,67,1
346,130,245,haricot,0,consommable,0x2015,21,Special Bean,1,1,0,448,96,32,1
347,130,246,haricot,0,consommable,0x2014,20,Heart Bean,2,2,0,680,336,0,1
348,130,247,haricot,0,consommable,0x2014,20,Heart Bean,3,3,0,102,504,0,1
349,131,735,bloc ?,1,pieces,0xFFFD,,pieces,100,10,2,40,496,136,1
350,132,127,bloc ?,1,pieces,0xFFFD,,pieces,10,1,2,56,248,80,1
351,132,128,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,208,248,80,1
352,133,129,bloc ?,1,pieces,0xFFFB,,pieces,500,5,4,216,310,112,1
353,134,279,bloc ?,1,consommable,0x200A,10,Max Nut,1,1,0,72,366,184,1
354,134,280,bloc ?,1,pieces,0xFFFB,,pieces,500,5,4,144,366,48,1
355,134,281,bloc ?,1,equipement,0x4047,71,KO Shell,1,1,0,120,366,184,1
356,134,282,bloc ?,1,consommable,0x2011,17,1-Up Deluxe,1,1,0,448,366,48,1
357,135,130,bloc ?,1,consommable,0x2002,2,Ultra Mushroom,3,1,2,124,264,192,1
358,136,131,bloc ?,1,equipement,0x400B,11,Muscle Wear,1,1,0,84,264,192,1
359,137,132,bloc ?,1,consommable,0x2017,23,Retry Clock,1,1,0,54,236,64,1
360,137,133,bloc ?,1,consommable,0x200A,10,Max Nut,1,1,0,122,236,64,1
361,137,134,bloc ?,1,pieces,0xFFFD,,pieces,100,10,2,160,178,64,1
362,138,466,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,676,170,64,1
363,138,199,bloc ?,1,equipement,0x4025,37,DX POW Gloves,1,1,0,676,286,64,1
364,139,603,haricot,0,consommable,0x2016,22,Power Bean,0,0,0,104,136,0,1
365,139,604,haricot,0,consommable,0x2016,22,Power Bean,1,1,0,128,128,0,1
366,139,710,haricot,0,consommable,0x2016,22,Power Bean,2,2,0,152,136,0,1
367,140,391,bloc brique,4,pieces,0xFFFD,,pieces,10,1,2,64,552,0,1
368,140,392,bloc brique,4,equipement,0x406A,106,Special Fangs,1,1,0,88,200,40,1
369,140,393,bloc brique,4,pieces,0xFFFE,,pieces,5,1,1,328,160,40,1
370,141,396,bloc brique,4,pieces,0xFFFD,,pieces,10,1,2,360,272,144,1
371,141,397,bloc brique,4,consommable,0x200C,12,Supersyrup Jar,1,1,0,480,272,144,1
372,141,398,bloc brique,4,pieces,0xFFFD,,pieces,10,1,2,488,464,104,1
373,142,399,bloc brique,4,pieces,0xFFFD,,pieces,10,1,2,712,368,0,1
374,143,136,bloc brique,4,equipement,0x4055,85,Rock Shell,1,1,0,72,128,0,1
375,143,137,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,216,128,0,1
376,144,400,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,64,296,0,1
377,144,401,bloc brique,4,equipement,0x4073,115,Cheap Ring,1,1,0,974,160,0,1
378,145,138,bloc ?,1,consommable,0x2008,8,Super Nut,1,1,0,232,352,296,1
379,146,628,bloc ?,1,consommable,0x2012,18,Refreshing Herb,2,1,1,272,752,692,1
380,147,139,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,40,560,376,1
381,148,140,bloc ?,1,consommable,0x2001,1,Super Mushroom,1,1,0,336,368,320,1
382,149,141,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,708,368,80,1
383,149,630,bloc ?,1,consommable,0x2001,1,Super Mushroom,2,1,1,64,368,304,1
384,150,142,bloc ?,1,pieces,0xFFFD,,pieces,100,10,2,168,176,80,1
385,150,143,bloc ?,1,consommable,0x200F,15,Star Candy,1,1,0,224,176,80,1
386,150,144,bloc ?,1,equipement,0x4033,51,Special Boots,1,1,0,384,176,136,1
387,150,207,haricot,0,consommable,0x2014,20,Heart Bean,2,2,0,360,180,56,1
388,150,208,haricot,0,consommable,0x2014,20,Heart Bean,3,3,0,416,180,56,1
389,150,209,haricot,0,consommable,0x2015,21,Special Bean,4,4,0,448,180,56,1
390,151,146,bloc ?,1,consommable,0x2001,1,Super Mushroom,1,1,0,336,368,320,1
391,152,629,bloc ?,1,consommable,0x2011,17,1-Up Deluxe,1,1,0,916,536,376,1
392,153,147,bloc ?,1,equipement,0x401F,31,Nurse Socks,1,1,0,336,368,320,1
393,154,148,bloc ?,1,pieces,0xFFFD,,pieces,100,10,2,72,368,304,1
394,154,149,bloc ?,1,consommable,0x200C,12,Supersyrup Jar,1,1,0,212,368,304,1
395,155,151,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,336,368,320,1
396,156,222,haricot,0,consommable,0x2014,20,Heart Bean,3,3,0,247,364,240,1
397,156,223,haricot,0,consommable,0x2014,20,Heart Bean,4,4,0,384,364,240,1
398,156,224,haricot,0,consommable,0x2015,21,Special Bean,5,5,0,448,364,240,1
399,156,225,haricot,0,consommable,0x2014,20,Heart Bean,6,6,0,576,364,240,1
400,156,226,haricot,0,consommable,0x2014,20,Heart Bean,7,7,0,640,364,240,1
401,156,227,haricot,0,consommable,0x2015,21,Special Bean,8,8,0,504,364,72,1
402,156,228,haricot,0,consommable,0x2014,20,Heart Bean,9,9,0,536,364,72,1
403,156,229,haricot,0,consommable,0x2014,20,Heart Bean,10,10,0,568,364,72,1
404,156,230,haricot,0,consommable,0x2015,21,Special Bean,11,11,0,600,364,72,1
405,157,152,bloc ?,1,consommable,0x2001,1,Super Mushroom,2,1,1,904,368,328,1
406,158,153,bloc ?,1,pieces,0xFFFE,,pieces,50,10,1,336,368,320,1
407,159,154,bloc ?,1,pieces,0xFFFD,,pieces,10,1,2,400,336,296,1
408,159,155,bloc ?,1,pieces,0xFFFE,,pieces,50,10,1,592,336,296,1
409,159,156,bloc ?,1,consommable,0x2011,17,1-Up Deluxe,1,1,0,768,336,296,1
410,159,157,bloc ?,1,equipement,0x4009,9,Hero Wear,1,1,0,1144,336,112,1
411,160,158,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,276,368,128,1
412,160,250,haricot,0,consommable,0x2014,20,Heart Bean,2,2,0,152,368,240,1
413,160,251,haricot,0,consommable,0x2014,20,Heart Bean,3,3,0,192,368,240,1
414,160,252,haricot,0,consommable,0x2015,21,Special Bean,4,4,0,248,368,240,1
415,160,253,haricot,0,consommable,0x2014,20,Heart Bean,5,5,0,296,368,240,1
416,160,254,haricot,0,consommable,0x2014,20,Heart Bean,6,6,0,328,368,240,1
417,161,159,bloc ?,1,consommable,0x200C,12,Supersyrup Jar,1,1,0,408,176,128,1
418,161,631,bloc ?,1,consommable,0x2008,8,Super Nut,1,1,0,36,176,128,1
419,162,160,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,40,560,496,1
420,162,161,bloc ?,1,pieces,0xFFFE,,pieces,50,10,1,656,560,368,1
421,162,162,bloc ?,1,consommable,0x200F,15,Star Candy,1,1,0,936,560,368,1
422,163,164,bloc ?,1,consommable,0x200C,12,Supersyrup Jar,1,1,0,304,176,80,1
423,163,165,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,392,176,80,1
424,164,166,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,56,752,416,1
425,164,167,bloc ?,1,consommable,0x2008,8,Super Nut,1,1,0,424,752,672,1
426,164,168,bloc ?,1,equipement,0x4029,41,Delicious Gloves,1,1,0,56,752,80,1
427,164,212,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,56,752,224,1
428,165,169,bloc ?,1,consommable,0x2017,23,Retry Clock,1,1,0,464,368,80,1
429,165,170,bloc ?,1,consommable,0x2008,8,Super Nut,2,1,1,208,368,296,1
430,166,210,bloc ?,1,pieces,0xFFFE,,pieces,50,10,1,152,368,304,1
431,166,211,bloc ?,1,pieces,0xFFFD,,pieces,10,1,2,208,368,304,1
432,167,171,bloc ?,1,consommable,0x2008,8,Super Nut,1,1,0,80,152,96,1
433,167,172,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,422,736,0,1
434,168,173,bloc ?,1,consommable,0x2011,17,1-Up Deluxe,1,1,0,56,168,120,1
435,168,174,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,390,134,0,1
436,169,175,bloc brique,4,consommable,0x2005,5,Fiery Drumstick,1,1,0,78,240,32,1
437,169,213,haricot,0,consommable,0x2014,20,Heart Bean,0,0,0,472,440,32,1
438,170,176,bloc ?,1,equipement,0x4006,6,Brawny Wear,1,1,0,104,280,144,1
439,171,177,bloc ?,1,pieces,0xFFFC,,pieces,250,5,3,93,512,96,1
440,171,178,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,251,512,0,1
441,171,180,haricot,0,consommable,0x2014,20,Heart Bean,0,0,0,720,328,128,1
442,172,181,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,200,136,64,1
443,172,182,bloc ?,1,consommable,0x2001,1,Super Mushroom,2,1,1,72,136,64,1
444,172,215,haricot,0,consommable,0x2015,21,Special Bean,2,2,0,144,96,0,1
445,173,183,bloc brique,4,equipement,0x4057,87,Rampage Shell,1,1,0,472,216,0,1
446,173,184,bloc brique,4,pieces,0xFFFD,,pieces,10,1,2,696,704,0,1
447,174,185,bloc brique,4,consommable,0x200C,12,Supersyrup Jar,1,1,0,160,52,0,1
448,174,186,bloc brique,4,equipement,0x406E,110,Fury Fangs,1,1,0,672,52,0,1
449,175,255,haricot,0,consommable,0x2014,20,Heart Bean,5,5,0,80,88,0,1
450,176,216,haricot,0,consommable,0x2014,20,Heart Bean,4,4,0,216,136,0,1
451,176,217,haricot,0,consommable,0x2015,21,Special Bean,5,5,0,216,304,0,1
452,176,218,haricot,0,consommable,0x2016,22,Power Bean,3,3,0,40,304,0,1
453,176,219,haricot,0,consommable,0x2014,20,Heart Bean,2,2,0,40,136,0,1
454,177,99,haricot,0,consommable,0x2015,21,Special Bean,1,1,0,304,120,0,1
455,177,100,haricot,0,consommable,0x2014,20,Heart Bean,4,4,0,400,160,0,1
456,177,101,haricot,0,consommable,0x2016,22,Power Bean,2,2,0,160,170,0,1
457,177,102,haricot,0,consommable,0x2015,21,Special Bean,0,0,0,296,232,0,1
458,177,103,haricot,0,consommable,0x2014,20,Heart Bean,5,5,0,408,224,0,1
459,177,104,haricot,0,consommable,0x2014,20,Heart Bean,7,7,0,424,232,0,1
460,177,105,haricot,0,consommable,0x2016,22,Power Bean,6,6,0,408,256,0,1
461,177,106,haricot,0,consommable,0x2014,20,Heart Bean,3,3,0,344,280,0,1
462,177,188,bloc brique,4,consommable,0x200C,12,Supersyrup Jar,2,1,1,352,248,0,1
463,177,189,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,352,120,0,1
464,178,623,bloc brique variante,7,pieces,0xFFFD,,pieces,10,1,2,424,168,32,1
465,179,624,bloc brique variante,7,pieces,0xFFFB,,pieces,100,1,4,460,192,80,1
466,179,625,bloc brique variante,7,consommable,0x2004,4,Hot Drumstick,4,1,3,96,704,0,1
467,179,626,bloc brique variante,7,pieces,0xFFFC,,pieces,50,1,3,194,704,0,1
468,180,627,bloc brique variante,7,consommable,0x200C,12,Supersyrup Jar,1,1,0,400,200,0,1
469,181,737,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,348,312,0,1
470,181,738,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,630,140,0,1
471,182,190,bloc ?,1,equipement,0x4042,66,Luxury Patch,1,1,0,172,228,96,1
472,182,191,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,440,304,0,1
473,182,204,haricot,0,consommable,0x2014,20,Heart Bean,0,0,0,384,320,0,1
474,182,205,haricot,0,consommable,0x2014,20,Heart Bean,1,1,0,408,264,0,1
475,182,206,haricot,0,consommable,0x2015,21,Special Bean,2,2,0,472,280,0,1
476,183,220,haricot,0,consommable,0x2015,21,Special Bean,0,0,0,288,136,0,1
477,183,90,bloc brique,4,consommable,0x2017,23,Retry Clock,1,1,0,62,136,0,1
478,184,192,bloc ?,1,equipement,0x4013,19,Deluxe HP Socks,1,1,0,208,200,120,1
479,184,193,bloc ?,1,consommable,0x200F,15,Star Candy,1,1,0,460,532,128,1
480,184,195,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,128,424,64,1
481,184,221,haricot,0,consommable,0x2016,22,Power Bean,0,0,0,208,368,64,1
482,185,312,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,280,324,114,1
483,185,314,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,624,324,114,1
484,186,315,bloc ?,1,consommable,0x2011,17,1-Up Deluxe,1,1,0,592,364,80,1
485,187,316,bloc ?,1,consommable,0x2002,2,Ultra Mushroom,2,1,1,104,284,80,1
486,187,317,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,80,284,208,1
487,187,318,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,176,284,208,1
488,188,319,bloc ?,1,consommable,0x200C,12,Supersyrup Jar,2,1,1,128,364,288,1
489,188,320,bloc ?,1,pieces,0xFFFC,,pieces,500,10,3,288,364,80,1
490,188,321,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,552,364,80,1
491,189,322,bloc ?,1,consommable,0x2017,23,Retry Clock,1,1,0,78,300,208,1
492,190,323,bloc ?,1,consommable,0x2009,9,Ultra Nut,2,1,1,710,340,292,1
493,191,324,bloc ?,1,pieces,0xFFFC,,pieces,500,10,3,172,364,192,1
494,191,327,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,598,364,192,1
495,191,328,bloc ?,1,equipement,0x400D,13,King Wear,1,1,0,686,364,288,1
496,192,310,haricot,0,consommable,0x2015,21,Special Bean,9,9,0,88,556,184,1
497,192,311,haricot,0,consommable,0x2014,20,Heart Bean,10,10,0,136,556,184,1
498,192,329,bloc ?,1,consommable,0x2011,17,1-Up Deluxe,1,1,0,220,556,60,1
499,192,330,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,270,556,60,1
500,192,331,bloc ?,1,pieces,0xFFFC,,pieces,250,5,3,726,556,60,1
501,192,332,bloc ?,1,equipement,0x4023,35,Guardian Socks,1,1,0,720,556,508,1
502,193,333,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,126,172,80,1
503,193,334,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,414,172,80,1
504,193,335,bloc ?,1,consommable,0x2002,2,Ultra Mushroom,2,1,1,538,172,80,1
505,194,513,bloc ?,1,consommable,0x2011,17,1-Up Deluxe,1,1,0,148,724,480,1
506,194,514,bloc ?,1,consommable,0x200C,12,Supersyrup Jar,1,1,0,722,724,536,1
507,194,515,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,660,724,536,1
508,195,516,haricot,0,consommable,0x2014,20,Heart Bean,2,2,0,80,748,120,1
509,195,517,haricot,0,consommable,0x2015,21,Special Bean,3,3,0,136,748,72,1
510,195,518,haricot,0,consommable,0x2014,20,Heart Bean,5,5,0,544,748,40,1
511,195,519,haricot,0,consommable,0x2016,22,Power Bean,4,4,0,736,748,184,1
512,196,520,bloc ?,1,pieces,0xFFFC,,pieces,500,10,3,68,556,272,1
513,196,521,bloc ?,1,pieces,0xFFFD,,pieces,100,10,2,932,556,424,1
514,196,522,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,796,556,424,1
515,197,523,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,300,556,80,1
516,197,524,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,412,556,144,1
517,197,525,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,236,556,400,1
518,197,526,bloc ?,1,consommable,0x2011,17,1-Up Deluxe,1,1,0,300,556,512,1
519,197,527,bloc ?,1,consommable,0x200A,10,Max Nut,1,1,0,348,556,512,1
520,197,528,bloc ?,1,consommable,0x200F,15,Star Candy,1,1,0,44,556,512,1
521,198,529,bloc ?,1,pieces,0xFFFC,,pieces,500,10,3,92,364,96,1
522,198,530,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,156,364,96,1
523,198,531,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,612,364,312,1
524,198,532,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,772,364,312,1
525,198,533,bloc ?,1,equipement,0x401C,28,Rugged Socks,1,1,0,1172,364,312,1
526,199,534,bloc ?,1,consommable,0x2017,23,Retry Clock,1,1,0,676,532,96,1
527,199,539,haricot,0,consommable,0x2015,21,Special Bean,8,8,0,144,532,16,1
528,199,540,haricot,0,consommable,0x2015,21,Special Bean,9,9,0,224,532,16,1
529,200,535,bloc ?,1,consommable,0x2011,17,1-Up Deluxe,1,1,0,60,364,80,1
530,200,536,bloc ?,1,consommable,0x200A,10,Max Nut,1,1,0,244,364,80,1
531,200,537,bloc ?,1,consommable,0x200C,12,Supersyrup Jar,2,1,1,388,364,224,1
532,200,538,bloc ?,1,equipement,0x400E,14,Star Wear,1,1,0,260,364,288,1
533,201,287,bloc brique,4,consommable,0x2017,23,Retry Clock,1,1,0,224,348,0,1
534,201,435,bloc ?,1,consommable,0x2017,23,Retry Clock,1,1,0,615,246,144,1
535,202,436,bloc brique,4,consommable,0x2006,6,TNT Drumstick,3,1,2,83,404,0,1
536,202,437,bloc brique,4,consommable,0x200D,13,Ultrasyrup Jar,1,1,0,151,404,0,1
537,203,438,bloc brique,4,consommable,0x200F,15,Star Candy,1,1,0,50,160,24,1
538,203,587,bloc brique,4,consommable,0x200D,13,Ultrasyrup Jar,1,1,0,50,374,24,1
539,203,588,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,472,156,24,1
540,204,570,bloc brique,4,equipement,0x406B,107,Special Fangs X,1,1,0,344,408,40,1
541,204,572,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,92,192,16,1
542,204,573,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,420,192,16,1
543,205,574,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,104,328,0,1
544,205,575,bloc brique,4,consommable,0x200F,15,Star Candy,1,1,0,680,216,0,1
545,206,576,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,76,264,0,1
546,207,578,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,49,386,120,1
547,207,579,bloc ?,1,consommable,0x200A,10,Max Nut,1,1,0,128,238,64,1
548,207,643,haricot,0,consommable,0x2014,20,Heart Bean,1,1,0,72,184,0,1
549,208,580,bloc ?,1,pieces,0xFFFC,,pieces,500,10,3,412,228,64,1
550,208,581,bloc ?,1,consommable,0x200E,14,Max Syrup Jar,1,1,0,292,304,120,1
551,208,582,bloc ?,1,consommable,0x2003,3,Max Mushroom,2,1,1,124,290,88,1
552,208,583,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,182,160,64,1
553,208,600,haricot,0,consommable,0x2014,20,Heart Bean,0,0,0,375,273,0,1
554,208,610,haricot,0,consommable,0x2014,20,Heart Bean,1,1,0,383,200,0,1
555,208,611,haricot,0,consommable,0x2014,20,Heart Bean,2,2,0,431,240,0,1
556,209,584,bloc ?,1,consommable,0x200F,15,Star Candy,1,1,0,52,380,88,1
557,209,585,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,220,258,112,1
558,210,586,bloc ?,1,equipement,0x400F,15,D-Star Wear,1,1,0,39,344,256,1
559,211,402,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,61,402,0,1
560,211,403,bloc brique,4,consommable,0x2006,6,TNT Drumstick,2,1,1,459,192,72,1
561,212,404,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,65,294,0,1
562,212,405,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,200,216,0,1
563,213,406,bloc brique,4,consommable,0x200D,13,Ultrasyrup Jar,1,1,0,256,416,24,1
564,214,407,bloc brique,4,consommable,0x2006,6,TNT Drumstick,2,1,1,89,120,0,1
565,214,408,bloc brique,4,equipement,0x4074,116,Economy Ring,1,1,0,441,302,0,1
566,215,409,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,161,496,160,1
567,216,410,bloc brique,4,consommable,0x200C,12,Supersyrup Jar,1,1,0,201,186,0,1
568,217,411,bloc brique,4,consommable,0x2017,23,Retry Clock,1,1,0,73,300,176,1
569,218,412,bloc brique,4,equipement,0x4059,89,Wicked Shell,1,1,0,463,544,392,1
570,219,414,bloc brique,4,equipement,0x405E,94,Power Band +,1,1,0,425,464,312,1
571,220,415,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,73,152,0,1
572,220,416,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,123,152,0,1
573,220,417,bloc brique,4,consommable,0x200E,14,Max Syrup Jar,1,1,0,173,152,0,1
574,221,418,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,169,344,0,1
575,222,419,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,72,392,0,1
576,223,741,bloc brique,4,consommable,0x200D,13,Ultrasyrup Jar,1,1,0,90,266,0,1
577,224,420,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,57,392,16,1
578,224,421,bloc brique,4,consommable,0x2006,6,TNT Drumstick,2,1,1,411,226,104,1
579,225,422,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,429,300,160,1
580,226,423,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,264,408,0,1
581,227,424,bloc brique,4,equipement,0x4063,99,Stamina Band,1,1,0,407,156,0,1
582,228,425,bloc brique,4,consommable,0x200F,15,Star Candy,1,1,0,57,300,192,1
583,229,426,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,64,296,0,1
584,230,427,bloc brique,4,consommable,0x200E,14,Max Syrup Jar,1,1,0,53,294,192,1
585,231,428,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,120,494,0,1
586,231,429,bloc brique,4,equipement,0x407B,123,Restore Ring,1,1,0,209,480,328,1
587,232,430,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,55,294,192,1
588,232,754,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,105,294,192,1
589,232,755,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,155,294,192,1
590,233,431,bloc brique,4,consommable,0x2017,23,Retry Clock,1,1,0,431,152,0,1
591,234,757,bloc brique,4,pieces,0xFFFC,,pieces,50,1,3,408,172,0,1
592,235,432,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,207,184,0,1
593,236,433,bloc brique,4,consommable,0x2006,6,TNT Drumstick,1,1,0,416,288,0,1
594,236,434,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,416,176,0,1
595,237,33,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,251,358,64,1
596,237,308,bloc ?,1,consommable,0x2002,2,Ultra Mushroom,2,1,1,425,438,136,1
597,237,309,bloc ?,1,pieces,0xFFFD,,pieces,100,10,2,153,486,120,1
598,237,442,bloc ?,1,consommable,0x200C,12,Supersyrup Jar,1,1,0,453,164,120,1
599,237,463,haricot,0,consommable,0x2016,22,Power Bean,0,0,0,304,697,0,1
600,237,464,haricot,0,consommable,0x2015,21,Special Bean,1,1,0,392,200,0,1
601,238,445,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,160,531,200,1
602,238,465,haricot,0,consommable,0x2016,22,Power Bean,0,0,0,72,480,24,1
603,239,446,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,272,256,88,1
604,239,447,haricot,0,consommable,0x2016,22,Power Bean,0,0,0,112,504,0,1
605,239,742,haricot,0,consommable,0x2014,20,Heart Bean,1,1,0,304,448,0,1
606,239,752,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,468,286,64,1
607,240,456,haricot,0,consommable,0x2015,21,Special Bean,0,0,0,80,624,0,1
608,240,457,haricot,0,consommable,0x2014,20,Heart Bean,1,1,0,128,624,0,1
609,240,458,haricot,0,consommable,0x2014,20,Heart Bean,2,2,0,224,184,0,1
610,240,753,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,680,320,216,1
611,241,448,bloc ?,1,consommable,0x200A,10,Max Nut,1,1,0,457,340,268,1
612,241,449,bloc ?,1,consommable,0x2002,2,Ultra Mushroom,4,1,3,405,340,268,1
613,241,450,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,353,340,268,1
614,241,451,bloc ?,1,consommable,0x2011,17,1-Up Deluxe,1,1,0,114,340,236,1
615,241,467,haricot,0,consommable,0x2015,21,Special Bean,1,1,0,160,584,16,1
616,241,468,haricot,0,consommable,0x2014,20,Heart Bean,2,2,0,336,632,16,1
617,242,459,bloc ?,1,pieces,0xFFFC,,pieces,500,10,3,553,278,120,1
618,243,453,bloc ?,1,pieces,0xFFFE,,pieces,50,10,1,72,228,64,1
619,243,454,bloc ?,1,equipement,0x4025,37,DX POW Gloves,1,1,0,636,392,168,1
